idEtudiant,Architecture des Ordinateurs,Techniques de Compilation,Recherche Operationnelle,Developpement Mobile,Programmation Multimedias,Statistiques,Bases de Donnees Avancees,Reseaux Informatiques,Conception Orientee Objet,Programmation Orientee Objet,Conception des Bases de Donnees,Systeme Logique,Probabilites,Algorithmique et Structures de Donnees,Blockchain,Architecture Logicielle,Systemes Exploitation,Entrepreneuriat,Analyse Numerique,Math Pour Ingenieur,Opt 2 : Fouille de Données,Opt 9 : Big Data,Opt 10 : Developpement iOS,Opt 3 : Machine Learning-Deep Learning,Opt 6 : Business Intelligence,Opt 4 : Transactions Electroniques,Opt 1 : Cloud Computing,Opt 8 : Sécurité Informatique,Opt 5 : Réseaux IP,Opt 16 : Réseaux GSM,Opt 12 : Electronique Embarquée,Opt 13 : Système Robotique,Opt 14 : Conception des Cartes Electroniques,Opt 15 : Réseau de Capteurs Sans Fils,Opt 7 : Qualité et Test
8393,7.71,6.26,10.84,13.62,9.47,16.7,19.06,13.39,13.93,16.01,3.34,6.07,10.84,16.34,16.32,15.88,14.69,12.25,3.3,8.49,7.92,11.72,12.08,17.58,14.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8394,16.34,3.03,13.42,13.36,5.77,14.2,6.29,14.94,14.32,11.77,4.51,19.14,13.42,15.56,15.11,18.82,11.11,16.89,9.66,5.79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.93,16.52,10.41,15.99,14.98
8395,18.39,14.31,4.69,11.15,19.87,10.89,13.44,5.78,14.09,15.36,13.97,17.91,4.69,5.52,14.62,13.64,14.88,7.04,3.28,15.58,-1,-1,-1,-1,-1,18.66,19.52,17.33,11.49,15.92,-1,-1,-1,-1,-1
8396,6.92,14.55,9.02,17.3,18.19,14.24,4.99,15.32,11.34,16.96,17.97,19.01,9.02,13.65,14.27,7.58,14.46,7.64,8.33,17.86,13.56,16.62,16.68,13.34,7.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8397,10.27,13.94,5.43,15.51,7.44,15.87,4.27,10.66,7.78,13.12,10.87,5.57,5.43,17.02,5.34,11.2,16.97,3.82,6.74,15.72,-1,-1,-1,-1,-1,10.6,18.55,15.59,9.13,15.49,-1,-1,-1,-1,-1
8398,15.19,11.99,15.75,5.94,12.51,7.7,16.54,12.73,13.94,8.48,5.29,19.6,15.75,5.77,8.98,10.95,14.62,10.93,19.43,8.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,14.88,8.11,7.2,17.04
8399,7.54,6.13,18.01,19.7,19.43,7.46,12.37,19.35,5.5,15.65,12.28,14.01,18.01,12.42,13.36,3.77,13.49,16.25,13.99,3.7,17.08,14.12,7.12,11.97,18.51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8400,11.39,13.68,7.96,14.65,15.66,4.2,3.16,11.16,18.74,9.88,3.93,19.5,7.96,6.87,18.19,11.02,9.9,18.64,17.33,8.58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.5,15.21,12.72,18.76,10.35
8401,13.84,13.88,10.72,18.51,5.3,18.4,6.4,11.06,8.92,6.2,16.57,5.57,10.72,19.19,3.95,12.98,7.03,7.73,11.22,14.26,-1,-1,-1,-1,-1,17.41,18.35,11.96,7.16,11.83,-1,-1,-1,-1,-1
8402,11.98,16.73,18.17,5.58,11.93,14.86,3.01,14.52,16.26,19.12,8.89,11.67,18.17,3.43,3.41,5.76,17.14,18.09,19.29,10.75,9.03,13.7,19.17,16.06,17.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8403,14.6,4.71,5.33,10.21,7.36,4.69,3.92,5.07,5.92,15.94,3.53,5.54,5.33,14.54,15.26,14.33,18.65,12.1,9.46,14.63,14.09,9.18,12.57,10.76,14.46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8404,15.47,3.46,11.86,10.47,19.56,15.59,12.64,12.12,13.75,10.81,14.65,11.5,11.86,11.27,5.32,8.91,6.84,18.67,16.62,4.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.38,16.58,10.11,11.58,8.62
8405,15.93,6.98,12.28,14.62,16.13,10.73,10.98,4.69,13.61,12.01,12.83,3.47,12.28,10.91,15.76,7.03,19.72,3.65,6.1,4.31,-1,-1,-1,-1,-1,14.55,11.58,10.21,9.25,7.83,-1,-1,-1,-1,-1
8406,3.01,17.74,16.68,4.78,4.11,5.37,3.01,9.76,17.09,19.72,3.04,20,16.68,4.75,19.36,12.03,10.05,15.68,11.12,5.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.21,8.26,18.62,13.01,13.43
8407,4.4,10.59,13.34,5.99,12.44,6.5,17.69,7.66,13.48,16.44,18.09,10.4,13.34,15.77,9.93,15.6,5.43,5.73,13.78,11.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.58,14.6,8.79,13.38,8.52
8408,15.7,12.1,15.26,19.22,17.92,19.46,7.09,17.28,16.19,19.66,4.66,9.64,15.26,14.08,17.89,13.1,18.99,11.54,16.78,14.91,9.75,15.78,17.16,18.63,14.24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8409,16.6,4.98,7.99,16.15,6.69,10.45,19.46,16.68,12.56,18.98,18,16.27,7.99,9.42,18.32,17.03,9.28,9.68,13.32,14.89,19.06,14.69,18.22,16.29,16.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8410,12.01,8.86,16.46,12.44,4.22,15.86,11.97,18.26,9.97,19.49,8.25,5.82,16.46,5.88,15.08,5.34,8.98,8.24,5.96,19.96,15.68,19.43,8.12,18.48,13.94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8411,13.57,19.92,8.33,6.38,17.3,15.74,3.19,14.77,7.51,8.12,11.36,6.34,8.33,6.29,12.02,7.43,5.34,3.12,12.92,5.87,13.91,11.11,14.07,18.21,8.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8412,17.5,10.75,17,4.07,5.63,15.88,14.32,6.67,7.91,14.02,17.8,16.5,17,6.86,6.72,17.65,13.81,3.55,18.05,7.95,-1,-1,-1,-1,-1,17.49,12.27,10.04,11.43,15.76,-1,-1,-1,-1,-1
8413,13.13,6.53,9.79,8.44,12.14,10.98,17.99,14.69,11.3,18.53,8.32,17.39,9.79,3.75,11.73,12.18,5.34,6.74,9.66,6.5,18.15,18.47,12.14,9.43,13.73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8414,18.97,13.85,5.51,14.78,19.04,5.6,16.85,8.71,6.33,19.31,15.83,3.81,5.51,6.84,13.99,3.88,6.2,9.97,11.64,10.29,-1,-1,-1,-1,-1,9.5,8.34,18.46,16.4,19.31,-1,-1,-1,-1,-1
8415,3.49,3.78,14.2,14.23,13.51,13.47,8.59,10.17,5.9,10.63,16.3,13.23,14.2,11.13,9.49,9.52,5.81,3.94,17.26,6.25,12.92,7.59,11.89,14.71,14.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8416,8.11,13.31,19.12,7.01,18.5,5.1,6.25,19.58,12.98,3.98,5.34,9.2,19.12,6.56,9.79,19.29,4.78,4.27,5.69,19.45,11.53,12.39,14.61,10.38,10.53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8417,16.97,6.57,15.51,19.77,4.17,11.6,8.29,17.34,9.98,14.66,14.59,15.52,15.51,8.49,6.09,15.43,4.37,18.65,8.45,4.21,-1,-1,-1,-1,-1,11.94,12.8,7.61,8.94,14.26,-1,-1,-1,-1,-1
8418,15.36,3.33,16.42,18.19,7.62,10.46,12.12,13.95,19.13,14.7,10.29,17.12,16.42,5.99,17.38,11.9,11.52,8.25,18.53,19.85,17.58,8.61,10.55,16.96,12.84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8419,4.79,6.85,16.96,13.4,16.7,4.02,3.37,18.85,15.21,13.11,3.2,19.5,16.96,14.6,15.31,15.95,15.79,4.53,17.42,17.63,13.35,8.61,19.44,18.96,18.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8420,12.48,18.52,19.2,18.92,18.54,6.1,18.48,17.99,15.75,10.08,4.86,4.2,19.2,4.58,6.62,17.74,3.56,7.57,13.37,13.71,13.52,17.03,10.76,18.25,13.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8421,16.48,13.75,15.33,19.3,6.5,5.16,10.56,6.79,11.83,14.62,18.31,11.29,15.33,16.74,4.39,11.35,16.7,3.05,4.72,11.18,-1,-1,-1,-1,-1,17.23,19.97,12.37,9.93,12.56,-1,-1,-1,-1,-1
8422,3.15,7.22,19.68,8.39,17.79,15.32,17.88,13.32,7.46,16.32,10.05,8.53,19.68,16.8,8.17,4.46,12.3,19.24,9.75,9.52,11.42,11.7,7.93,18.88,8.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8423,4.29,10.42,9.99,9.45,19.5,11.38,7.69,10.96,4.02,5.04,17.27,5.8,9.99,19.16,6.98,14.62,10.76,16.58,3.69,6.28,7.39,17.69,14.86,11.92,8.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8424,3.97,9.7,13.35,16.97,4.71,19.05,8.22,3.3,17.02,9.39,8.05,9.71,13.35,15.26,17.51,18.61,10.09,7.43,10.21,11.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.54,14.81,13.59,15.51,8.95
8425,9.65,11.19,6.82,6.05,6.28,3.66,5.26,19.2,19.87,13.48,7.58,9.92,6.82,16.59,18.36,8.25,14.52,7.52,14.51,3.96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.85,12.89,15.73,7.83,17.89
8426,3.52,3.36,13.2,6.28,3.89,6.72,13.33,10.57,18.36,9.18,16.74,12.24,13.2,16.12,9.2,12.28,12.92,6.11,10.2,12.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.76,16.58,15.37,19.99,13.58
8427,15.36,8.14,5.81,9.88,17,17.26,9.08,16.03,10.74,13.26,17.18,12.66,5.81,9.19,18.03,17.57,12.44,6.92,13.18,8.16,10.38,7.3,8.68,15.78,14.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8428,6.09,15.25,6.24,4.06,19.21,4.26,12.95,18.5,10.48,5.51,9.22,9.81,6.24,6.47,19.29,7.95,16.94,14.44,16.59,14.85,17.44,8.07,15.28,18.1,7.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8429,9.21,18.3,10.11,6.71,13.86,17.74,13.97,3.24,6.12,15.83,19.62,16.09,10.11,9.63,14.11,6.91,14.55,19.26,13.2,19.62,15.74,15.56,8.51,15.88,8.24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8430,5.76,4.16,12.66,13.36,17.68,16.14,11.04,11.71,18,15.4,12.09,17.23,12.66,16.97,7.39,19.61,10.48,5.62,8.61,14.41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.77,17.82,19.18,14.89,17.5
8431,6.54,14.72,3.9,11.57,11.65,15.05,18.94,10.78,8.84,5.63,9.97,5.34,3.9,6.18,9.23,6.08,11.12,17.64,19.37,11.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.21,7.03,15.74,10.06,9.75
8432,9.42,6.53,5.27,13.98,12.96,5.68,16.9,11.41,4.1,11.47,12.79,14.78,5.27,13.64,13.49,15.89,9.43,8.01,19.12,13.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.25,17.29,15.51,13.46,8.5
8433,9.46,12.11,15.26,17.8,14.92,17.18,12.56,16.45,13.3,17.46,5.18,10.76,15.26,11.71,19.54,14.96,3.93,13.56,16.24,12.79,14.2,17.31,17.45,15.16,15.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8434,15.13,17.54,19.03,16.25,18.92,16.96,5.24,19.78,15.01,13.1,18.45,10.58,19.03,10.39,16.64,18.24,13.71,6.11,5.17,3.36,-1,-1,-1,-1,-1,13.19,13.94,12.82,9.37,14.43,-1,-1,-1,-1,-1
8435,18.59,18.18,15.55,18.57,7.35,4.96,13.83,7.43,14.13,4.26,12.21,8.3,15.55,4.11,14.49,3.7,11.3,12.82,17.39,10.85,-1,-1,-1,-1,-1,14.56,17.52,14.09,16.55,13.78,-1,-1,-1,-1,-1
8436,7.92,18.96,11.15,10.69,8.21,5.8,7.97,4.24,4.1,12,11.81,16.79,11.15,6.7,15.89,6.55,18.82,7.43,11.97,12.49,-1,-1,-1,-1,-1,12.21,7.9,7.53,12.22,14.89,-1,-1,-1,-1,-1
8437,10.95,8.61,12.02,18.57,19.66,12.99,8.18,7.48,10.03,7.28,3.76,3.37,12.02,16.56,5.61,6.12,5.24,8.23,14.54,14.09,15.25,10.59,18.91,10.77,7.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8438,15.83,13.35,14.07,16.42,15.72,5.5,14.92,14.23,17.28,10.58,16.75,5.19,14.07,5.26,14.5,7.25,15.58,15.02,7.44,15.12,-1,-1,-1,-1,-1,7.88,17.9,15.18,18,10.92,-1,-1,-1,-1,-1
8439,5,4.8,15.99,3.95,9.58,12.85,18.47,3.84,19.23,3.85,9.31,11.41,15.99,11.92,9.1,11.93,15.66,3.8,13.03,17.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.75,13.54,11.16,16.08,7.43
8440,15.61,14.93,3.63,8.23,3.11,18.26,17.14,12.2,6.19,9.45,6.79,19.18,3.63,3.14,12.94,3.64,7.32,19.72,19.24,19.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.14,8.33,16.42,12.28,13.42
8441,19,15.15,19.56,11.12,5.9,7.82,15.82,11.36,6.85,19.87,18.32,8.22,19.56,17.83,12.13,13.41,13.83,10.39,14.32,12.75,-1,-1,-1,-1,-1,15.31,14.82,7.13,13.48,19.72,-1,-1,-1,-1,-1
8442,9.32,17.53,3.35,16.5,8.78,17.05,6.73,3.27,3.37,6.58,9.94,15.87,3.35,11.55,5.38,15.58,17.8,15.93,16.8,15.51,-1,-1,-1,-1,-1,8.74,12.29,19.4,15.35,7.18,-1,-1,-1,-1,-1
8443,17.14,14.19,6.62,13.44,11.9,7.51,10.28,19.64,11.76,16.54,19.12,10.48,6.62,3.87,15.82,10.72,9.28,7.63,5.56,17.91,-1,-1,-1,-1,-1,9.24,9.48,9.16,11.17,8.86,-1,-1,-1,-1,-1
8444,6.47,12.66,12.23,19.4,18.57,5.97,10.03,11.34,6.95,5.21,15.81,7.03,12.23,15.03,14.84,19.16,5.7,3.15,18.45,11.26,-1,-1,-1,-1,-1,10.79,15,13.8,7.02,15.8,-1,-1,-1,-1,-1
8445,10.49,18.8,10.89,4.61,10.86,3.1,17.09,14.22,7.11,3.68,19.91,12.1,10.89,4.24,9.25,4.81,6.19,18.61,15.57,14.56,-1,-1,-1,-1,-1,17.33,13.89,13.68,9.98,15.07,-1,-1,-1,-1,-1
8446,10.48,15.3,4.15,11,19.39,19.74,9.46,16.77,19.29,8.58,14.33,9.31,4.15,4.58,15.63,7.45,13.97,16.52,14.37,12.56,16.53,8.01,13.25,12.24,15.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8447,4.16,8.14,17.18,11.04,4.28,6.97,4.6,5.08,8.39,9.32,18.87,4.71,17.18,4.71,16.01,7.76,12.83,13.64,18.25,4.72,-1,-1,-1,-1,-1,19.95,11.72,10.94,9.9,9.46,-1,-1,-1,-1,-1
8448,5.12,7.2,13.78,5.69,6.03,9.69,5.07,15.02,10.7,7.06,4.65,18.74,13.78,15.56,5.06,4.07,5.15,16.17,16.73,10.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.42,11.79,7.46,18.35,12.98
8449,11.32,8.04,19.55,18.62,11.01,16.04,13.32,5.22,12.07,10.39,4.37,16.05,19.55,13.01,10.71,12.5,9.16,4.43,8.97,14.58,9.21,12.93,15.56,18.01,17.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8450,4.02,4.26,19.89,8.27,15.5,15.76,12.35,7.94,18.14,15.72,5.78,7.13,19.89,14.15,8.94,19.05,14.68,4.01,9.93,8.53,16.92,17.82,11.4,7.3,11.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8451,13.95,12.2,16.75,19.55,15.81,19.56,13.86,11.77,7.71,10.59,3.6,10.53,16.75,13.99,8.45,15.39,7.25,8.24,14.08,5.46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.76,14.05,13.81,17.25,16.89
8452,5.19,16.59,5.11,11.17,6.51,18.65,8.66,16.6,14.51,16.05,11.53,4.51,5.11,18.02,15.54,10.86,7.4,10.92,6.98,12.84,9.3,9.08,17.63,19.68,9.13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8453,17.75,16.64,10.37,10.36,7.16,13.6,17.04,17.46,9.06,15.88,7.32,15.37,10.37,16.03,6.43,9,18.66,11.59,9.06,11.08,-1,-1,-1,-1,-1,14.05,14.69,14.43,17.92,12.89,-1,-1,-1,-1,-1
8454,7.49,17.48,10.71,3.04,4.25,17.98,9.72,3.07,14.35,4.94,9.98,18.24,10.71,8.46,16.26,8.9,11,4.13,19.64,13.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.6,15.57,19.57,16.35,12.77
8455,15.21,12.71,9.89,6.57,18.41,5.99,12.43,4.1,15.58,10.2,8.68,7.5,9.89,7.27,15.11,12.09,12.31,19.36,5,5.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.52,14.78,18.93,7.5,15.65
8456,14.15,18.67,18.1,16.71,19.95,10.49,3.9,9.16,6.88,12.14,10.28,7.34,18.1,19.73,11.07,12.42,12.09,16.34,4.49,18.53,15.14,15.98,19.14,12.66,19.98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8457,5.3,8.08,12.73,15.2,11.56,18.24,5.19,19.98,3.62,6.98,16.71,7.39,12.73,13.51,14.82,4.66,8.28,5.52,10.11,8.08,19.04,17.52,11.92,12.28,19.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8458,11.01,6.5,19.22,15.3,13.96,4.4,10.15,17.95,7.78,13.2,11.37,18.49,19.22,8.63,10.86,18.05,6.28,17.51,17.05,4.32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.46,11.57,11.23,16.92,16.06
8459,13.89,19.33,15.53,9.46,19.03,3.98,15.86,12.03,9.17,14.11,10.32,8.2,15.53,6.64,10.54,15.57,8.6,5.52,18.43,14.4,18.45,12.47,10.91,17.48,18.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8460,3.53,16.07,14.66,9.84,9.99,3.19,11.5,4.85,11.38,4.78,18.86,11.44,14.66,11.63,7.47,13.12,16.27,11.14,15.12,11.02,-1,-1,-1,-1,-1,18.27,12.5,15.79,7.23,16.4,-1,-1,-1,-1,-1
8461,17.48,18.98,16.7,12.72,17.22,5.05,10.95,19.1,15.76,16.65,8.81,4.87,16.7,13.46,11.34,4.69,12,5.11,8.7,6.17,-1,-1,-1,-1,-1,9.67,15.19,7.3,14.52,10.32,-1,-1,-1,-1,-1
8462,10.78,12.92,6.16,13.94,12.22,19.63,8.82,18.59,7.29,10.53,15.71,12.33,6.16,18.88,16.36,10.56,13.39,17.86,15.53,18.42,-1,-1,-1,-1,-1,10.98,13.97,14.07,10.36,10.17,-1,-1,-1,-1,-1
8463,18.33,12.7,15.84,14.9,19.67,14.66,19.3,14.89,4.41,18.99,11.98,16.63,15.84,3.62,3.58,17.08,5.62,11.33,18.26,4.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.84,17.65,12.19,7.7,14.16
8464,8.78,6.6,9.01,14.46,19.12,4.44,9.22,18.76,9.51,4.85,13.55,6.35,9.01,12.53,18.34,16.52,8.15,18.46,9.61,10.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.55,14.15,11.29,18.3,19.19
8465,10.12,7.34,11.81,15.65,3.15,4.4,10.53,10.52,4.73,13.9,6.38,8.86,11.81,11.27,15.52,7.94,17.33,18.65,17.72,11.46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.51,17.96,19.28,17.71,15.02
8466,7.67,10.09,6.04,8.81,14.32,3.26,11.91,8.96,18.17,6.86,6.73,18.69,6.04,17.69,7.22,10.79,17.14,8.86,12.4,16.17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.57,8.7,15.33,17.41,15.12
8467,15.97,12.74,9.22,3.73,5.24,10.02,6.81,17.78,15.85,6.25,5.67,5.99,9.22,8.77,11.69,9.75,13.32,12.74,11.93,18.51,10.23,15.18,13.04,17.45,18.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8468,15.31,11.99,5.46,15.17,14.62,6.03,14.4,13.56,3.19,5.42,7.86,11.86,5.46,5.12,18.73,7.36,17.3,16.19,9,13.79,-1,-1,-1,-1,-1,10,10.68,11.77,19.81,7.24,-1,-1,-1,-1,-1
8469,19.45,9.54,6.28,5.09,18.4,7.6,6.35,10.84,18.15,19.88,18.27,9.34,6.28,4.25,3.65,11.02,12.65,6.18,12.71,14.27,-1,-1,-1,-1,-1,16.31,16.18,18.88,9.07,15.45,-1,-1,-1,-1,-1
8470,14.22,3.88,19.11,4.91,13.57,8.83,13.61,13.12,6.83,9.19,16.35,10.98,19.11,13.54,4.51,10.62,14.68,16.78,17.69,5.83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.38,7.11,7.55,9.65,12.38
8471,14.05,13.91,8.05,7.43,12.11,19.09,12.05,3.93,10.39,8.3,7.2,15.81,8.05,8.94,18.99,5.81,12.46,4.84,19.4,5.67,12.71,7.23,18.52,7.89,15.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8472,18.43,15.51,10.02,10.5,18.01,6.09,16.11,10.22,13.65,15.68,19.69,6.55,10.02,17.94,3.75,16.96,9.31,9.32,19.44,16.18,-1,-1,-1,-1,-1,7.14,19.49,11.29,9.33,18.08,-1,-1,-1,-1,-1
8473,10,12.8,9.41,19.91,18.12,5.09,14.35,8.05,18.9,13.51,18.38,12.06,9.41,7.32,6.81,3.59,9.29,4.06,5.02,9.39,-1,-1,-1,-1,-1,8.23,13.41,8.33,18.62,12.94,-1,-1,-1,-1,-1
8474,19.47,7.15,14.46,8.99,19.67,17.79,6.71,14.36,7.72,3.52,6.49,19.34,14.46,10.01,17.19,5.29,13.85,11.61,19.26,8.96,14.48,18.25,14.52,8.02,19.49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8475,11.27,12.03,18.55,4.77,8.37,13.41,11.78,13.1,19.5,10.36,14.03,6.97,18.55,7.96,10.21,18.09,14.8,10.73,17.08,12.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.26,18.7,10.95,14.32,12.14
8476,16.75,6.12,11.14,4.9,7.31,12.45,18.35,3.81,6.82,12.18,12.22,18.12,11.14,19.42,19.61,12.93,7.97,9.55,15.5,19.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.59,18.49,7.14,11.35,13.53
8477,13.25,3.13,9.77,9.47,11.93,14.81,14.15,8.23,4.41,17.21,11.15,6.25,9.77,13.06,16.72,16.24,4.49,12.06,7.37,6.08,8.32,12.47,18.74,7.83,14.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8478,12.49,18.85,12.76,8.49,10.09,7.04,9.85,3.21,12.19,3.66,17.06,5.84,12.76,6.93,4.28,15.91,5.51,17.16,12.74,15.74,-1,-1,-1,-1,-1,16.22,9.1,14.12,16.44,15.63,-1,-1,-1,-1,-1
8479,19.45,8.16,15.41,16.19,5.65,3.8,14.94,10.45,16.39,4.97,3.51,5.68,15.41,8.35,10.72,5.33,9.62,8.55,5.77,12.02,-1,-1,-1,-1,-1,17.25,9.71,18.9,16.97,12.17,-1,-1,-1,-1,-1
8480,4.59,13.1,7.64,11.8,18.99,16.16,12.47,4.48,8.16,16.53,12.16,12.1,7.64,10.87,8.1,10.58,15.39,8.57,14.02,4.15,-1,-1,-1,-1,-1,10.81,11.87,9.88,12.13,18.53,-1,-1,-1,-1,-1
8481,12,9.18,4.68,3.83,14.95,16.24,5.82,6.16,16.84,18.78,16.27,12.03,4.68,13.89,11.18,4.17,4.72,12.04,9.54,16.31,9.59,15.13,8.43,12.75,9.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8482,17.83,19.18,7.94,12.99,4.19,10.43,8.32,17.14,13.76,15.69,8.23,12.19,7.94,19.27,17.42,6.41,4.03,18.04,11.91,4.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.75,14.18,10.02,15.88,13.19
8483,6.17,10.06,15.37,10.05,4.59,18.57,15.03,3.46,7.13,10.93,7.53,16.16,15.37,4.71,9.66,19.94,10.9,10.19,3.69,9.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.07,13.2,19.17,7.7,14.61
8484,10.1,9.84,7.83,18.12,5.66,10.52,5.51,5.73,18.28,18.86,6.84,3.88,7.83,5.41,10.77,13,19.9,5.36,15.12,17.42,-1,-1,-1,-1,-1,7.24,11.09,14.59,18.02,11.64,-1,-1,-1,-1,-1
8485,13.78,9.54,13.04,19.97,5.63,3.89,18.9,16.12,19.33,13.92,14.42,12.62,13.04,16.34,10.45,8.4,14.2,8.43,7.16,10.53,-1,-1,-1,-1,-1,18.35,19.09,18,17.79,12.14,-1,-1,-1,-1,-1
8486,6.2,4.16,4.04,9.03,11.15,5.66,3.6,5.07,13.19,4.93,12.39,3.06,4.04,17.24,6.47,16.49,17.42,12.2,16.3,14.51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.43,12.33,19.06,10.55,19.55
8487,5.33,15.35,3.12,7.1,10.06,7.41,17.53,11.81,19.09,19.67,4.63,11.76,3.12,18.89,4.66,10.17,19.56,15.72,19.57,16.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.67,18.05,15.48,10.14,8.05
8488,17.96,5.78,10.12,18.05,16.12,10.59,14.44,3.1,10.11,12.54,8.46,7.22,10.12,7.83,7.15,6.01,15.98,9.55,13.79,18.09,-1,-1,-1,-1,-1,10.95,10.55,10.76,12.81,17.39,-1,-1,-1,-1,-1
8489,13.7,16.29,6.38,4.77,7.62,12.04,18.14,6.31,5.04,13.63,18.09,10.58,6.38,4.49,14.05,15.78,9.85,6.33,16.25,12,-1,-1,-1,-1,-1,10.68,14.86,7.09,19.2,7.44,-1,-1,-1,-1,-1
8490,4.79,19.77,18.6,16.12,12.75,15.41,13.83,12.59,17.04,11.32,19.72,19.97,18.6,18.99,18.49,11.94,11.3,3.81,11.04,4.42,-1,-1,-1,-1,-1,17.04,18.63,9.41,16.19,11.2,-1,-1,-1,-1,-1
8491,9.52,7.48,10.12,14.51,7.86,15.21,12.95,4.94,16.31,11.83,16.67,16.3,10.12,16.99,10.69,10.03,10.89,13.58,15.5,14.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.92,9.16,8.57,18.48,11.27
8492,18.7,16.06,13.55,13.93,8.07,9.12,11.5,4.68,15.97,14.54,8.68,13.45,13.55,19.83,18.15,18.62,5.43,15.64,8.05,9.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.66,12.6,16.46,14.02,13.88
8493,14.16,11.6,8.24,5.76,18.47,11.29,11.89,12.98,7.58,18.57,8.55,16.44,8.24,18.07,11.96,10.67,11.88,15.95,13.3,13.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.6,9.47,8,17.46,10.28
8494,9.52,19.7,18.16,19.23,11.42,15.51,18.34,8.49,7.41,11.73,9.95,10.47,18.16,9.71,15.84,10.13,9.31,9.83,4.78,19.49,19.24,13.79,12.86,14.58,9.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
